seed,family,number_of_items,capacity,weights,values,greedy_value,optimal_value,failure,relative_gap
562,weakly_correlated,20,244,"(48, 46, 4, 8, 47, 23, 29, 30, 27, 2, 47, 1, 48, 6, 4, 8, 28, 19, 38, 24)","(49, 39, 4, 13, 42, 26, 20, 35, 36, 7, 46, 7, 55, 1, 4, 3, 22, 13, 28, 21)",282,282,False,0.0
563,weakly_correlated,20,250,"(34, 42, 12, 24, 16, 9, 18, 13, 37, 31, 36, 42, 15, 1, 37, 46, 1, 10, 35, 41)","(33, 32, 4, 25, 20, 11, 8, 5, 41, 35, 41, 46, 5, 9, 35, 47, 11, 1, 39, 37)",286,291,True,0.01718213058419244
564,weakly_correlated,20,256,"(19, 45, 4, 28, 18, 12, 12, 43, 17, 12, 38, 33, 30, 23, 36, 47, 9, 34, 48, 4)","(15, 45, 5, 29, 12, 4, 17, 40, 7, 7, 41, 34, 36, 21, 28, 43, 13, 31, 45, 3)",268,272,True,0.014705882352941176
565,weakly_correlated,20,260,"(41, 21, 49, 27, 10, 21, 42, 23, 26, 45, 11, 21, 22, 31, 37, 20, 4, 11, 9, 49)","(46, 23, 52, 27, 4, 30, 49, 26, 23, 54, 5, 27, 15, 29, 35, 18, 1, 3, 5, 50)",291,299,True,0.026755852842809364
566,weakly_correlated,20,224,"(32, 20, 28, 26, 33, 22, 7, 13, 8, 44, 12, 14, 14, 25, 30, 34, 13, 42, 19, 13)","(39, 14, 20, 17, 34, 14, 12, 23, 10, 48, 6, 24, 16, 25, 39, 25, 19, 49, 11, 14)",279,283,True,0.014134275618374558
567,weakly_correlated,20,250,"(10, 31, 48, 19, 26, 11, 21, 42, 25, 26, 8, 35, 24, 29, 40, 13, 29, 4, 18, 42)","(11, 23, 56, 23, 16, 11, 12, 37, 33, 23, 14, 25, 33, 33, 33, 20, 23, 11, 20, 35)",288,298,True,0.03355704697986577
568,weakly_correlated,20,248,"(7, 35, 45, 26, 47, 29, 28, 49, 8, 3, 19, 12, 12, 44, 15, 27, 2, 36, 6, 47)","(2, 40, 43, 22, 39, 29, 28, 49, 13, 1, 14, 16, 9, 44, 23, 20, 3, 42, 16, 52)",285,289,True,0.01384083044982699
569,weakly_correlated,20,234,"(40, 4, 4, 17, 37, 43, 37, 32, 12, 22, 2, 9, 36, 30, 23, 12, 14, 36, 25, 33)","(47, 6, 6, 15, 29, 48, 30, 39, 22, 21, 5, 16, 28, 20, 23, 12, 7, 41, 29, 30)",282,282,False,0.0
570,weakly_correlated,20,186,"(5, 1, 4, 17, 35, 15, 24, 2, 5, 18, 46, 22, 34, 28, 33, 18, 1, 28, 16, 21)","(4, 6, 1, 17, 43, 12, 25, 7, 6, 8, 50, 32, 24, 36, 29, 26, 10, 29, 11, 24)",244,245,True,0.004081632653061225
571,weakly_correlated,20,229,"(10, 8, 4, 9, 38, 34, 12, 35, 49, 24, 32, 3, 41, 18, 4, 25, 50, 3, 39, 20)","(9, 14, 11, 2, 33, 29, 12, 25, 47, 16, 41, 10, 45, 18, 1, 27, 41, 5, 44, 16)",265,266,True,0.0037593984962406013
572,weakly_correlated,20,251,"(14, 17, 40, 37, 48, 10, 50, 11, 25, 23, 28, 39, 33, 1, 16, 41, 11, 7, 44, 7)","(16, 15, 38, 42, 40, 8, 44, 8, 34, 28, 25, 47, 27, 6, 15, 38, 17, 15, 37, 11)",294,294,False,0.0
573,weakly_correlated,20,280,"(45, 17, 5, 36, 30, 40, 8, 18, 25, 24, 45, 23, 40, 29, 30, 23, 37, 4, 49, 32)","(55, 14, 7, 42, 25, 48, 16, 20, 30, 32, 49, 24, 46, 19, 31, 19, 29, 7, 48, 32)",327,338,True,0.03254437869822485
574,weakly_correlated,20,260,"(20, 36, 20, 28, 25, 3, 46, 18, 42, 41, 26, 37, 26, 43, 16, 4, 1, 33, 44, 11)","(28, 29, 17, 33, 28, 11, 43, 24, 33, 44, 21, 36, 26, 35, 11, 1, 1, 32, 35, 19)",293,294,True,0.003401360544217687
575,weakly_correlated,20,226,"(20, 25, 27, 28, 40, 7, 29, 19, 46, 2, 45, 3, 48, 26, 15, 42, 9, 2, 11, 7)","(11, 18, 32, 38, 40, 10, 23, 17, 54, 7, 41, 4, 49, 27, 19, 51, 16, 2, 12, 7)",279,279,False,0.0
576,weakly_correlated,20,290,"(49, 32, 1, 22, 34, 13, 44, 44, 43, 1, 35, 38, 23, 50, 10, 32, 32, 7, 28, 43)","(57, 28, 10, 24, 26, 11, 48, 42, 37, 6, 34, 34, 26, 44, 17, 37, 31, 6, 27, 49)",335,335,False,0.0
577,weakly_correlated,20,302,"(26, 45, 22, 27, 50, 32, 16, 45, 1, 36, 31, 37, 43, 45, 20, 13, 20, 16, 46, 34)","(27, 37, 26, 20, 57, 31, 18, 41, 1, 33, 34, 34, 36, 41, 18, 14, 26, 19, 43, 39)",326,328,True,0.006097560975609756
578,weakly_correlated,20,284,"(49, 11, 48, 23, 24, 42, 40, 39, 26, 33, 41, 21, 49, 37, 5, 24, 6, 33, 2, 15)","(48, 19, 50, 31, 16, 37, 41, 48, 17, 35, 32, 11, 47, 44, 7, 31, 1, 33, 3, 20)",330,333,True,0.009009009009009009
579,weakly_correlated,20,296,"(21, 32, 42, 3, 3, 49, 45, 34, 44, 27, 49, 28, 24, 12, 7, 21, 28, 30, 45, 49)","(23, 26, 42, 6, 2, 52, 37, 32, 48, 35, 44, 31, 30, 10, 11, 22, 29, 30, 49, 57)",324,336,True,0.03571428571428571
580,weakly_correlated,20,237,"(34, 19, 44, 19, 10, 19, 13, 17, 33, 27, 20, 33, 48, 20, 23, 8, 6, 19, 44, 18)","(40, 11, 54, 29, 14, 18, 9, 15, 33, 34, 15, 36, 49, 22, 26, 18, 6, 20, 49, 14)",292,293,True,0.0034129692832764505
581,weakly_correlated,20,258,"(46, 12, 20, 47, 37, 19, 36, 3, 17, 21, 44, 18, 11, 32, 9, 36, 31, 23, 12, 43)","(36, 11, 22, 37, 40, 23, 43, 5, 8, 29, 48, 22, 2, 23, 19, 33, 21, 26, 7, 33)",295,299,True,0.013377926421404682
582,weakly_correlated,20,248,"(14, 15, 12, 3, 43, 34, 42, 42, 33, 2, 46, 1, 9, 7, 46, 34, 10, 48, 26, 30)","(7, 19, 14, 13, 49, 25, 38, 37, 27, 10, 43, 5, 10, 5, 48, 42, 5, 39, 33, 34)",289,296,True,0.02364864864864865
583,weakly_correlated,20,242,"(35, 19, 37, 39, 13, 41, 17, 33, 20, 15, 38, 9, 7, 10, 27, 21, 1, 50, 40, 12)","(28, 13, 47, 38, 23, 51, 22, 43, 26, 25, 31, 5, 8, 13, 21, 31, 8, 54, 30, 9)",318,321,True,0.009345794392523364
584,weakly_correlated,20,306,"(39, 10, 32, 40, 6, 16, 40, 49, 44, 25, 48, 29, 26, 36, 32, 15, 41, 34, 4, 46)","(37, 3, 31, 33, 4, 24, 44, 46, 42, 35, 56, 39, 34, 27, 35, 15, 49, 36, 6, 47)",362,367,True,0.013623978201634877
585,weakly_correlated,20,268,"(4, 47, 29, 23, 34, 27, 1, 30, 41, 7, 32, 36, 39, 41, 6, 30, 26, 27, 30, 26)","(2, 43, 38, 24, 39, 23, 5, 28, 37, 6, 38, 46, 46, 43, 2, 36, 28, 26, 21, 22)",319,319,False,0.0
586,weakly_correlated,20,286,"(48, 8, 5, 50, 14, 4, 33, 47, 13, 30, 40, 39, 43, 25, 44, 25, 5, 37, 37, 25)","(46, 12, 12, 55, 23, 7, 32, 40, 17, 26, 35, 47, 37, 35, 38, 22, 12, 47, 36, 19)",335,349,True,0.04011461318051576
587,weakly_correlated,20,250,"(46, 3, 35, 23, 16, 44, 45, 33, 13, 27, 32, 2, 29, 29, 3, 15, 25, 20, 24, 35)","(46, 11, 41, 27, 18, 53, 39, 43, 10, 31, 23, 2, 35, 29, 8, 18, 15, 25, 25, 26)",312,312,False,0.0
588,weakly_correlated,20,249,"(47, 19, 2, 35, 23, 5, 46, 25, 11, 35, 2, 41, 49, 42, 5, 13, 10, 40, 31, 17)","(49, 16, 6, 28, 30, 15, 56, 27, 4, 37, 1, 32, 47, 33, 7, 12, 4, 33, 40, 18)",297,297,False,0.0
589,weakly_correlated,20,271,"(8, 42, 19, 25, 14, 42, 41, 44, 33, 27, 31, 7, 28, 15, 38, 9, 18, 44, 28, 29)","(11, 39, 29, 22, 19, 35, 33, 45, 29, 37, 26, 3, 23, 17, 44, 6, 25, 35, 18, 24)",297,302,True,0.016556291390728478
590,weakly_correlated,20,242,"(2, 35, 26, 47, 10, 32, 44, 42, 12, 3, 16, 48, 16, 50, 5, 40, 37, 5, 9, 4)","(1, 40, 29, 48, 17, 32, 47, 35, 20, 12, 12, 41, 18, 60, 9, 42, 35, 12, 17, 1)",295,306,True,0.03594771241830065
591,weakly_correlated,20,196,"(36, 33, 29, 6, 19, 13, 38, 17, 8, 11, 4, 23, 11, 32, 40, 12, 5, 6, 12, 36)","(38, 26, 23, 6, 15, 4, 44, 17, 1, 17, 2, 28, 9, 23, 38, 6, 8, 10, 14, 37)",221,222,True,0.0045045045045045045
592,weakly_correlated,20,280,"(5, 33, 5, 46, 44, 49, 1, 23, 13, 20, 31, 23, 49, 9, 35, 27, 49, 44, 12, 42)","(8, 28, 3, 42, 44, 46, 6, 22, 23, 22, 24, 23, 40, 15, 31, 25, 41, 45, 5, 44)",301,301,False,0.0
593,weakly_correlated,20,256,"(21, 23, 43, 49, 46, 40, 12, 25, 3, 14, 27, 49, 5, 1, 33, 23, 3, 3, 43, 48)","(22, 15, 48, 51, 49, 30, 6, 23, 4, 6, 35, 42, 15, 5, 28, 26, 1, 12, 35, 53)",293,299,True,0.020066889632107024
594,weakly_correlated,20,228,"(9, 44, 13, 4, 48, 29, 1, 6, 27, 1, 2, 33, 28, 36, 15, 35, 20, 40, 23, 41)","(16, 53, 12, 1, 57, 25, 1, 6, 18, 6, 8, 41, 31, 31, 20, 42, 22, 46, 25, 47)",290,290,False,0.0
595,weakly_correlated,20,269,"(23, 42, 47, 1, 33, 45, 21, 27, 35, 28, 5, 23, 31, 12, 8, 43, 49, 12, 40, 13)","(24, 48, 50, 4, 38, 48, 15, 35, 38, 22, 11, 28, 38, 14, 7, 40, 49, 22, 49, 11)",332,332,False,0.0
596,weakly_correlated,20,264,"(26, 12, 12, 48, 28, 3, 35, 45, 29, 2, 21, 48, 39, 38, 29, 5, 1, 34, 27, 47)","(20, 6, 8, 45, 25, 1, 34, 45, 38, 8, 13, 56, 31, 42, 39, 4, 5, 35, 17, 47)",303,304,True,0.003289473684210526
597,weakly_correlated,20,238,"(7, 17, 7, 18, 18, 31, 25, 35, 33, 2, 44, 18, 41, 8, 38, 17, 35, 6, 47, 29)","(5, 20, 13, 27, 20, 40, 29, 32, 38, 9, 44, 27, 31, 1, 33, 21, 37, 15, 41, 22)",301,303,True,0.006600660066006601
598,weakly_correlated,20,262,"(7, 34, 30, 24, 1, 30, 35, 10, 38, 31, 31, 49, 41, 15, 7, 48, 37, 39, 7, 9)","(15, 27, 31, 24, 6, 31, 41, 19, 30, 26, 31, 43, 34, 17, 3, 51, 35, 37, 10, 5)",284,296,True,0.04054054054054054
599,weakly_correlated,20,186,"(46, 22, 38, 4, 20, 17, 4, 8, 6, 41, 1, 26, 2, 35, 36, 23, 7, 7, 24, 4)","(37, 15, 41, 11, 14, 10, 3, 10, 11, 33, 3, 21, 6, 33, 43, 22, 7, 11, 32, 10)",228,228,False,0.0
600,weakly_correlated,20,250,"(17, 41, 10, 7, 26, 28, 45, 36, 44, 41, 22, 11, 8, 47, 3, 36, 9, 1, 33, 35)","(18, 45, 20, 13, 30, 19, 37, 26, 46, 42, 15, 1, 6, 41, 7, 42, 15, 7, 36, 34)",286,297,True,0.037037037037037035
601,weakly_correlated,20,274,"(13, 35, 7, 47, 32, 3, 30, 43, 23, 16, 21, 18, 44, 15, 50, 42, 47, 16, 1, 44)","(21, 26, 15, 49, 22, 6, 39, 49, 19, 21, 28, 20, 54, 12, 54, 33, 49, 24, 1, 36)",332,339,True,0.02064896755162242
602,weakly_correlated,20,256,"(26, 22, 48, 30, 31, 7, 23, 40, 14, 21, 33, 9, 33, 32, 42, 26, 3, 10, 35, 26)","(21, 28, 47, 39, 33, 2, 27, 44, 24, 18, 27, 5, 24, 29, 37, 18, 13, 5, 36, 19)",296,296,False,0.0
603,weakly_correlated,20,254,"(11, 37, 29, 37, 49, 48, 30, 34, 30, 27, 48, 6, 12, 7, 1, 12, 19, 49, 20, 3)","(18, 37, 19, 43, 40, 40, 21, 44, 24, 22, 48, 8, 17, 1, 2, 7, 23, 59, 19, 12)",290,303,True,0.0429042904290429
604,weakly_correlated,20,245,"(5, 25, 44, 23, 30, 44, 13, 33, 32, 20, 42, 3, 31, 45, 30, 30, 3, 5, 22, 10)","(4, 26, 52, 25, 29, 50, 6, 34, 33, 20, 44, 1, 27, 52, 33, 30, 8, 9, 13, 17)",277,285,True,0.028070175438596492
605,weakly_correlated,20,254,"(12, 28, 32, 4, 16, 40, 39, 5, 4, 5, 38, 31, 21, 27, 46, 37, 46, 50, 9, 18)","(20, 35, 25, 6, 21, 34, 42, 14, 8, 1, 42, 26, 28, 32, 45, 33, 53, 44, 2, 21)",306,316,True,0.03164556962025317
606,weakly_correlated,20,276,"(48, 24, 43, 9, 31, 11, 42, 2, 27, 7, 6, 35, 32, 33, 36, 10, 28, 41, 47, 41)","(39, 27, 44, 15, 35, 6, 41, 6, 27, 13, 14, 27, 28, 24, 32, 14, 37, 41, 41, 44)",317,318,True,0.0031446540880503146
607,weakly_correlated,20,207,"(45, 49, 9, 3, 11, 16, 44, 8, 4, 30, 37, 8, 27, 7, 4, 35, 18, 5, 44, 10)","(37, 42, 11, 13, 17, 6, 39, 15, 8, 29, 46, 3, 24, 14, 1, 44, 17, 4, 34, 11)",253,253,False,0.0
608,weakly_correlated,20,282,"(9, 46, 44, 29, 24, 21, 41, 25, 24, 29, 41, 27, 40, 48, 17, 26, 3, 25, 17, 28)","(7, 51, 53, 36, 19, 11, 46, 18, 26, 39, 50, 36, 35, 52, 12, 28, 8, 32, 19, 31)",345,347,True,0.005763688760806916
609,weakly_correlated,20,270,"(41, 20, 12, 42, 15, 20, 46, 36, 31, 30, 13, 5, 31, 34, 20, 44, 38, 31, 24, 7)","(49, 11, 22, 38, 10, 10, 37, 37, 32, 34, 7, 8, 24, 32, 19, 41, 38, 41, 23, 1)",303,303,False,0.0
610,weakly_correlated,20,226,"(29, 20, 24, 13, 44, 4, 1, 18, 38, 9, 4, 20, 16, 2, 48, 49, 47, 26, 12, 29)","(32, 19, 24, 14, 53, 3, 4, 24, 36, 10, 2, 20, 14, 2, 51, 47, 39, 27, 3, 38)",258,261,True,0.011494252873563218
611,weakly_correlated,20,288,"(35, 41, 41, 36, 40, 13, 36, 41, 11, 38, 6, 46, 40, 1, 25, 23, 50, 2, 48, 2)","(36, 35, 41, 27, 44, 18, 43, 50, 8, 32, 8, 38, 31, 11, 30, 33, 45, 4, 44, 4)",330,336,True,0.017857142857142856
612,weakly_correlated,20,258,"(15, 50, 39, 37, 7, 20, 2, 28, 5, 26, 50, 5, 36, 13, 33, 35, 44, 32, 33, 7)","(11, 57, 47, 34, 12, 15, 2, 33, 13, 31, 42, 4, 44, 17, 40, 33, 54, 42, 40, 12)",327,328,True,0.003048780487804878
613,weakly_correlated,20,234,"(18, 8, 30, 31, 7, 25, 22, 38, 38, 1, 38, 27, 42, 2, 31, 12, 1, 38, 17, 42)","(12, 17, 34, 21, 17, 30, 15, 41, 44, 7, 48, 34, 42, 7, 37, 15, 10, 28, 24, 33)",305,316,True,0.03481012658227848
614,weakly_correlated,20,239,"(17, 39, 6, 37, 2, 10, 37, 26, 11, 36, 24, 46, 31, 48, 14, 5, 12, 33, 30, 14)","(14, 35, 4, 30, 11, 7, 31, 30, 13, 36, 33, 49, 33, 49, 9, 9, 13, 40, 28, 23)",282,285,True,0.010526315789473684
615,weakly_correlated,20,230,"(15, 5, 43, 10, 50, 25, 5, 23, 19, 11, 27, 36, 24, 32, 3, 31, 11, 31, 11, 48)","(17, 11, 38, 10, 50, 15, 9, 19, 23, 10, 24, 35, 20, 34, 13, 22, 8, 22, 13, 46)",249,254,True,0.01968503937007874
616,weakly_correlated,20,236,"(2, 29, 35, 22, 9, 14, 34, 5, 9, 43, 43, 40, 13, 40, 22, 49, 38, 5, 13, 6)","(12, 35, 30, 28, 7, 13, 30, 11, 11, 53, 52, 37, 22, 39, 13, 51, 28, 2, 7, 15)",303,303,False,0.0
617,weakly_correlated,20,242,"(45, 30, 21, 42, 2, 29, 13, 50, 13, 30, 26, 27, 47, 24, 48, 1, 1, 13, 12, 11)","(50, 28, 13, 43, 7, 37, 18, 60, 7, 39, 27, 23, 41, 18, 40, 4, 5, 11, 4, 3)",290,290,False,0.0
618,weakly_correlated,20,266,"(30, 29, 21, 45, 4, 48, 11, 17, 10, 41, 26, 9, 45, 29, 27, 33, 10, 43, 31, 24)","(25, 22, 16, 37, 3, 48, 10, 10, 10, 38, 27, 2, 50, 33, 19, 42, 5, 40, 36, 19)",286,286,False,0.0
619,weakly_correlated,20,224,"(33, 48, 31, 12, 1, 16, 8, 7, 4, 30, 48, 43, 21, 42, 9, 30, 11, 4, 12, 39)","(23, 42, 41, 19, 10, 10, 5, 14, 2, 30, 49, 33, 30, 45, 9, 23, 4, 9, 17, 44)",280,280,False,0.0
620,weakly_correlated,20,217,"(15, 33, 39, 44, 49, 13, 4, 16, 8, 16, 4, 6, 44, 33, 38, 8, 5, 46, 5, 8)","(18, 38, 47, 36, 54, 12, 3, 7, 13, 17, 11, 9, 34, 28, 43, 17, 6, 50, 8, 5)",267,268,True,0.0037313432835820895
621,weakly_correlated,20,276,"(21, 40, 23, 26, 37, 44, 45, 29, 33, 21, 46, 13, 15, 4, 24, 17, 45, 6, 25, 39)","(30, 46, 24, 32, 36, 39, 50, 29, 36, 11, 52, 9, 21, 4, 18, 19, 47, 4, 35, 49)",334,334,False,0.0
622,weakly_correlated,20,278,"(19, 50, 42, 1, 28, 26, 10, 50, 11, 44, 32, 12, 14, 45, 35, 42, 21, 44, 8, 23)","(10, 55, 41, 10, 18, 26, 18, 58, 2, 34, 27, 3, 4, 43, 26, 35, 17, 42, 9, 31)",308,309,True,0.003236245954692557
623,weakly_correlated,20,168,"(3, 11, 25, 4, 7, 20, 19, 4, 25, 25, 22, 42, 44, 7, 2, 14, 2, 2, 20, 38)","(7, 3, 33, 1, 9, 13, 15, 14, 33, 35, 31, 49, 44, 3, 8, 22, 12, 1, 29, 43)",248,250,True,0.008
624,weakly_correlated,20,252,"(13, 16, 19, 18, 20, 38, 4, 21, 40, 43, 19, 48, 4, 41, 43, 19, 40, 50, 5, 2)","(4, 12, 27, 18, 26, 48, 13, 23, 45, 43, 16, 50, 9, 49, 45, 10, 50, 47, 4, 3)",315,315,False,0.0
625,weakly_correlated,20,258,"(27, 39, 6, 26, 32, 7, 7, 8, 36, 44, 15, 38, 35, 40, 47, 32, 11, 6, 25, 35)","(25, 48, 9, 26, 41, 11, 6, 12, 44, 36, 12, 33, 40, 44, 56, 41, 19, 9, 15, 44)",324,330,True,0.01818181818181818
626,weakly_correlated,20,238,"(24, 15, 43, 41, 33, 14, 46, 16, 20, 8, 44, 42, 42, 8, 29, 18, 19, 10, 3, 1)","(17, 5, 37, 41, 35, 4, 51, 25, 24, 1, 50, 34, 34, 16, 30, 23, 15, 18, 9, 5)",287,292,True,0.017123287671232876
627,weakly_correlated,20,278,"(17, 7, 15, 16, 27, 14, 33, 29, 46, 22, 48, 11, 47, 43, 7, 37, 49, 18, 34, 35)","(25, 5, 5, 9, 22, 24, 40, 36, 42, 20, 43, 9, 45, 35, 16, 36, 53, 16, 38, 31)",322,322,False,0.0
628,weakly_correlated,20,242,"(26, 36, 47, 30, 9, 42, 31, 47, 12, 17, 41, 34, 20, 2, 30, 1, 33, 18, 6, 3)","(18, 43, 40, 24, 18, 46, 33, 52, 15, 25, 35, 35, 23, 4, 31, 7, 39, 14, 2, 6)",292,296,True,0.013513513513513514
629,weakly_correlated,20,266,"(4, 32, 1, 19, 34, 33, 39, 22, 26, 44, 50, 6, 38, 6, 40, 24, 45, 1, 39, 28)","(6, 40, 10, 9, 38, 34, 31, 25, 16, 36, 46, 12, 39, 11, 38, 21, 41, 10, 36, 22)",299,307,True,0.026058631921824105
630,weakly_correlated,20,284,"(30, 33, 39, 14, 47, 25, 25, 6, 14, 28, 44, 47, 26, 3, 27, 35, 39, 8, 33, 45)","(24, 25, 40, 12, 42, 34, 33, 7, 16, 34, 42, 42, 16, 11, 19, 34, 38, 6, 27, 45)",310,312,True,0.00641025641025641
631,weakly_correlated,20,286,"(19, 14, 39, 39, 33, 46, 9, 42, 49, 37, 40, 33, 12, 36, 35, 10, 27, 3, 24, 26)","(19, 9, 33, 35, 43, 45, 5, 43, 46, 44, 32, 24, 14, 35, 25, 1, 23, 2, 28, 26)",299,303,True,0.013201320132013201
632,weakly_correlated,20,208,"(24, 35, 1, 40, 14, 24, 40, 27, 12, 16, 5, 26, 13, 3, 11, 18, 12, 28, 36, 32)","(21, 26, 5, 32, 12, 28, 50, 36, 7, 6, 7, 30, 22, 2, 21, 12, 12, 28, 41, 22)",254,261,True,0.02681992337164751
633,weakly_correlated,20,198,"(3, 4, 1, 1, 13, 49, 29, 33, 49, 7, 4, 29, 4, 1, 41, 26, 16, 49, 13, 23)","(6, 6, 2, 6, 8, 55, 32, 25, 47, 15, 10, 20, 11, 2, 36, 21, 26, 51, 23, 16)",253,254,True,0.003937007874015748
634,weakly_correlated,20,252,"(9, 42, 38, 34, 15, 50, 10, 23, 35, 25, 19, 16, 23, 15, 45, 13, 29, 3, 27, 33)","(8, 32, 42, 40, 22, 44, 13, 29, 29, 34, 11, 7, 17, 20, 52, 4, 33, 5, 28, 29)",298,300,True,0.006666666666666667
635,weakly_correlated,20,256,"(23, 50, 30, 29, 9, 37, 16, 17, 28, 39, 11, 22, 18, 8, 11, 31, 37, 35, 47, 14)","(24, 58, 28, 21, 8, 46, 10, 18, 19, 38, 1, 18, 23, 15, 19, 33, 33, 35, 55, 19)",310,310,False,0.0
636,weakly_correlated,20,253,"(13, 12, 34, 28, 50, 26, 36, 47, 24, 43, 13, 8, 23, 2, 4, 34, 48, 37, 4, 20)","(3, 18, 36, 26, 50, 33, 34, 38, 14, 37, 11, 5, 16, 9, 14, 43, 58, 40, 6, 11)",307,307,False,0.0
637,weakly_correlated,20,224,"(32, 18, 4, 26, 10, 3, 40, 37, 25, 24, 12, 34, 18, 26, 25, 7, 15, 21, 21, 49)","(28, 12, 8, 18, 6, 13, 38, 42, 15, 21, 4, 32, 11, 16, 24, 5, 13, 30, 18, 56)",248,250,True,0.008
638,weakly_correlated,20,280,"(41, 31, 47, 6, 21, 3, 50, 48, 49, 16, 29, 46, 17, 5, 29, 36, 16, 37, 30, 4)","(38, 32, 49, 5, 22, 12, 57, 47, 57, 20, 31, 45, 16, 13, 35, 43, 20, 31, 31, 14)",340,342,True,0.005847953216374269
639,weakly_correlated,20,189,"(46, 26, 10, 2, 23, 13, 11, 13, 12, 14, 19, 18, 2, 32, 19, 31, 5, 40, 19, 23)","(55, 36, 12, 9, 17, 15, 18, 5, 9, 17, 25, 19, 3, 25, 26, 27, 5, 36, 13, 19)",240,240,False,0.0
640,weakly_correlated,20,224,"(2, 30, 4, 49, 43, 18, 25, 18, 9, 26, 13, 47, 34, 12, 30, 8, 39, 7, 34, 1)","(11, 25, 6, 45, 39, 23, 27, 20, 10, 27, 6, 57, 35, 2, 27, 3, 44, 14, 42, 2)",262,273,True,0.040293040293040296
641,weakly_correlated,20,256,"(25, 38, 28, 34, 45, 3, 26, 28, 44, 28, 35, 13, 26, 13, 42, 13, 3, 25, 13, 31)","(15, 30, 29, 43, 47, 7, 29, 36, 39, 33, 42, 14, 17, 3, 50, 3, 10, 24, 20, 24)",313,313,False,0.0
642,weakly_correlated,20,246,"(43, 27, 38, 50, 22, 19, 37, 9, 33, 3, 41, 7, 13, 29, 27, 34, 4, 18, 8, 29)","(41, 33, 43, 42, 25, 26, 38, 14, 36, 9, 44, 3, 17, 21, 36, 28, 14, 22, 5, 34)",309,311,True,0.006430868167202572
643,weakly_correlated,20,196,"(36, 49, 22, 13, 19, 23, 25, 13, 24, 3, 6, 26, 25, 5, 24, 20, 3, 16, 5, 36)","(38, 55, 28, 5, 16, 13, 35, 21, 28, 8, 14, 21, 22, 3, 19, 27, 10, 10, 1, 33)",251,252,True,0.003968253968253968
644,weakly_correlated,20,270,"(32, 28, 40, 38, 35, 14, 24, 32, 44, 24, 22, 9, 36, 38, 7, 10, 38, 11, 29, 30)","(32, 21, 44, 45, 30, 5, 30, 42, 47, 16, 17, 17, 36, 29, 10, 20, 35, 13, 20, 20)",317,317,False,0.0
645,weakly_correlated,20,251,"(13, 10, 50, 19, 31, 50, 18, 22, 21, 7, 3, 44, 12, 47, 44, 46, 24, 11, 26, 4)","(22, 14, 43, 9, 27, 49, 8, 20, 19, 11, 9, 36, 3, 48, 44, 51, 17, 15, 25, 10)",276,284,True,0.028169014084507043
646,weakly_correlated,20,328,"(37, 21, 40, 46, 25, 28, 24, 42, 21, 50, 17, 48, 47, 35, 31, 18, 42, 12, 49, 22)","(45, 27, 36, 53, 26, 23, 31, 43, 28, 44, 7, 51, 51, 40, 31, 11, 42, 15, 49, 24)",365,376,True,0.02925531914893617
647,weakly_correlated,20,253,"(43, 23, 5, 25, 49, 7, 31, 19, 16, 41, 40, 28, 25, 4, 6, 30, 18, 35, 12, 49)","(50, 33, 15, 28, 49, 15, 28, 16, 14, 42, 31, 18, 23, 6, 5, 25, 24, 40, 21, 57)",317,317,False,0.0
648,weakly_correlated,20,248,"(42, 37, 36, 8, 46, 32, 32, 7, 23, 9, 23, 27, 2, 34, 18, 25, 42, 17, 17, 20)","(37, 37, 33, 14, 46, 40, 40, 3, 16, 1, 31, 28, 3, 34, 8, 27, 32, 27, 10, 13)",284,290,True,0.020689655172413793
649,weakly_correlated,20,264,"(23, 23, 40, 6, 3, 49, 27, 20, 39, 24, 20, 37, 50, 17, 1, 13, 48, 40, 6, 41)","(20, 27, 49, 10, 6, 48, 24, 23, 30, 22, 29, 37, 58, 11, 6, 12, 44, 46, 4, 50)",320,320,False,0.0
650,weakly_correlated,20,214,"(21, 26, 29, 14, 17, 11, 24, 16, 50, 2, 2, 38, 10, 5, 48, 11, 2, 30, 38, 33)","(16, 30, 34, 8, 24, 16, 16, 24, 57, 6, 4, 34, 9, 13, 50, 5, 3, 34, 34, 37)",262,266,True,0.015037593984962405
651,weakly_correlated,20,268,"(3, 9, 8, 3, 19, 23, 4, 48, 49, 41, 48, 2, 23, 13, 41, 49, 38, 47, 27, 40)","(10, 2, 7, 4, 15, 31, 10, 38, 39, 35, 56, 9, 24, 5, 43, 43, 29, 53, 21, 31)",295,301,True,0.019933554817275746
652,weakly_correlated,20,228,"(10, 38, 32, 5, 46, 3, 29, 43, 1, 18, 38, 21, 3, 7, 7, 30, 33, 45, 9, 38)","(17, 44, 33, 2, 42, 6, 27, 47, 5, 9, 48, 20, 12, 7, 17, 34, 32, 41, 16, 35)",288,288,False,0.0
653,weakly_correlated,20,309,"(48, 38, 32, 29, 30, 27, 12, 33, 8, 40, 26, 7, 44, 44, 25, 41, 20, 46, 32, 36)","(53, 33, 30, 31, 37, 34, 16, 39, 8, 38, 22, 17, 40, 50, 18, 51, 20, 48, 32, 34)",356,365,True,0.024657534246575342
